source,destination,relationshipType,distance 
zipper,pull,subject_verb,5.360
zipper,rip,subject_verb,3.590
zipper,seal,subject_verb,3.340
zipper,stick,subject_verb,3.120
zipper,pull,modified_noun,8.520
zipper,pouch,modified_noun,7.400
kitchen,clean,adjective_predicates,7.320
kitchen,tiny,adjective_predicates,6.740
kitchen,soup,modifiers,10.830
kitchen,room,modifiers,8.000
kitchen,bathroom,modifiers,7.830
kitchen,bedroom,modifiers,6.770
kitchen,fit,object_verb,7.090
kitchen,clean,object_verb,7.010
kitchen,floor,is_X,7.830
kitchen,room,is_X,7.310
kitchen,restaurant,is_X,6.960
kitchen,left,is_X,6.470
kitchen,house,is_X,5.910
kitchen,room,X_is,9.230
kitchen,heart,X_is,8.980
kitchen,restaurant,X_is,8.060
kitchen,share,X_is,7.380
kitchen,take,verb_phrase,6.160
kitchen,bathroom,and_or,11.020
kitchen,bedroom,and_or,9.530
kitchen,room,and_or,9.520
kitchen,bath,and_or,8.630
kitchen,grandmother,possessor_of_x,8.050
kitchen,grandma,possessor_of_x,7.980
kitchen,cook,subject_verb,6.570
kitchen,sink,subject_verb,6.440
kitchen,smell,subject_verb,5.970
kitchen,clean,subject_verb,5.840
kitchen,sink,modified_noun,9.690
kitchen,table,modified_noun,8.670
kitchen,bathroom,modified_noun,8.480
kitchen,knife,modified_noun,8.170
kitchen,garden,modified_noun,7.740
kitchen,cupboard,modified_noun,7.560
quack,giggle,modifiers,9.560
quack,doctor,is_X,5.910
quack,chirp,and_or,8.670
quack,hen,possessor_of_x,9.280
quack,duck,possessor_of_x,8.080
quack,treat,subject_verb,0.650
quack,chirp,modified_noun,6.530
quack,doctor,modified_noun,4.270
guitar,loud,adjective_predicates,6.550
guitar,out,adjective_predicates,6.190
guitar,sound,adjective_predicates,6.060
guitar,slide,modifiers,7.530
guitar,play,object_verb,8.700
guitar,sound,object_verb,5.860
guitar,hand,object_verb,5.670
guitar,buy,object_verb,5.510
guitar,learn,object_verb,5.140
guitar,neck,is_X,7.880
guitar,sound,X_is,7.770
guitar,neck,X_is,7.110
guitar,top,X_is,7.040
guitar,put,verb_phrase,4.660
guitar,piano,and_or,10.240
guitar,drum,and_or,10.000
guitar,keyboard,and_or,9.340
guitar,violin,and_or,8.850
guitar,sound,subject_verb,7.520
guitar,pick,subject_verb,6.590
guitar,play,subject_verb,6.090
guitar,piano,modified_noun,7.640
grass,green,adjective_predicates,11.120
grass,wet,adjective_predicates,7.670
grass,brown,adjective_predicates,7.460
grass,tall,adjective_predicates,6.400
grass,dry,adjective_predicates,6.330
grass,tall,modifiers,9.400
grass,lemon,modifiers,7.610
grass,green,modifiers,7.560
grass,cut,object_verb,7.580
grass,dry,object_verb,7.140
grass,eat,object_verb,7.100
grass,plant,object_verb,7.090
grass,water,object_verb,6.530
grass,seed,object_verb,6.270
grass,color,is_X,7.820
grass,green,X_is,8.720
grass,plant,X_is,8.120
grass,feed,X_is,7.980
grass,drum,X_is,7.510
grass,run,verb_phrase,5.810
grass,tree,and_or,8.810
grass,flower,and_or,8.310
grass,rat,possessor_of_x,6.750
grass,field,possessor_of_x,5.730
grass,park,possessor_of_x,4.880
grass,year,possessor_of_x,0.840
grass,root,subject_verb,9.700
grass,grow,subject_verb,6.930
grass,cut,subject_verb,6.660
grass,feed,subject_verb,6.330
grass,seed,subject_verb,6.240
grass,sprout,subject_verb,5.700
grass,root,modified_noun,9.400
grass,seed,modified_noun,8.030
grass,hay,modified_noun,7.350
grass,beef,modified_noun,7.230
last,at,modifiers,7.390
last,finish,object_verb,0.090
last,month,X_is,1.490
last,day,X_is,0.230
last,first,and_or,6.350
last,middle,and_or,2.520
sniff,swing,and_or,3.080
sniff,mouse,and_or,0.500
sniff,swing,modified_noun,1.300
sniff,out,modified_noun,0.220
cow,sick,adjective_predicates,6.250
cow,purple,adjective_predicates,5.680
cow,fat,adjective_predicates,5.140
cow,milk,modifiers,7.560
cow,mad,modifiers,7.480
cow,beef,modifiers,7.430
cow,sheep,modifiers,7.010
cow,milk,object_verb,11.320
cow,feed,object_verb,7.220
cow,why,is_X,9.720
cow,animal,is_X,6.660
cow,farm,is_X,4.910
cow,mother,is_X,3.290
cow,animal,X_is,8.560
cow,calf,X_is,8.330
cow,milk,X_is,7.430
cow,mother,X_is,7.060
cow,break,verb_phrase,1.910
cow,sheep,and_or,10.070
cow,goat,and_or,10.070
cow,pig,and_or,10.060
cow,calf,and_or,10.050
cow,horse,and_or,9.090
cow,chicken,and_or,8.610
cow,buffalo,and_or,8.280
cow,donkey,and_or,7.880
cow,farm,possessor_of_x,7.760
cow,milk,subject_verb,7.730
cow,lick,subject_verb,7.400
cow,moo,subject_verb,7.250
cow,eat,subject_verb,7.040
cow,chew,subject_verb,6.720
cow,feed,subject_verb,6.140
cow,goat,modified_noun,8.460
cow,sheep,modified_noun,8.440
cow,pig,modified_noun,8.140
cow,milk,modified_noun,8.050
restaurant,open,adjective_predicates,6.830
restaurant,empty,adjective_predicates,6.490
restaurant,shop,modifiers,8.330
restaurant,fast,modifiers,7.640
restaurant,fine,modifiers,7.410
restaurant,open,object_verb,7.110
restaurant,house,object_verb,6.720
restaurant,them,object_verb,6.440
restaurant,kitchen,is_X,8.060
restaurant,pizza,is_X,7.600
restaurant,walk,X_is,7.460
restaurant,family,X_is,7.110
restaurant,kitchen,X_is,6.960
restaurant,help,verb_phrase,7.420
restaurant,shop,and_or,10.490
restaurant,store,and_or,9.270
restaurant,supermarket,and_or,7.370
restaurant,open,subject_verb,6.470
restaurant,close,subject_verb,5.890
restaurant,line,subject_verb,5.500
restaurant,shop,modified_noun,7.380
restaurant,kitchen,modified_noun,6.440
country,other,adjective_predicates,8.000
country,poor,adjective_predicates,7.560
country,outside,adjective_predicates,7.410
country,other,modifiers,9.310
country,poor,modifiers,8.540
country,home,modifiers,8.430
country,turkey,is_X,8.940
country,party,X_is,7.410
country,home,X_is,7.230
country,go,verb_phrase,10.950
country,world,and_or,8.000
country,people,and_or,7.790
country,world,possessor_of_x,9.190
country,face,subject_verb,7.890
country,have,subject_verb,7.340
country,do,subject_verb,6.630
country,take,subject_verb,6.450
country,house,modified_noun,6.640
country,today,modified_noun,6.420
purple,hard,adjective_predicates,1.280
purple,deep,adjective_predicates,1.270
purple,deep,modifiers,9.380
purple,color,modifiers,7.270
purple,wear,modifiers,6.930
purple,pink,modifiers,6.830
purple,shoes,modifiers,6.440
purple,dark,modifiers,6.110
purple,paint,object_verb,4.550
purple,color,object_verb,4.080
purple,wear,object_verb,4.020
purple,walker,is_X,9.010
purple,flower,is_X,8.230
purple,color,is_X,7.530
purple,fruit,is_X,7.120
purple,hair,is_X,5.580
purple,eye,is_X,5.370
purple,sky,is_X,5.180
purple,color,X_is,9.680
purple,black,X_is,5.750
purple,light,verb_phrase,3.350
purple,pink,and_or,10.080
purple,blue,and_or,8.660
purple,yellow,and_or,8.630
purple,red,and_or,8.620
purple,orange,and_or,7.670
purple,green,and_or,7.250
purple,sprout,subject_verb,5.460
purple,drink,subject_verb,5.120
purple,heart,modified_noun,8.630
purple,crayon,modified_noun,7.330
purple,rain,modified_noun,6.630
quiet,loud,adjective_predicates,3.970
quiet,be,modifiers,5.730
quiet,stay,modifiers,5.480
quiet,stay,object_verb,3.590
quiet,all,is_X,8.570
quiet,egg,is_X,7.540
quiet,house,is_X,5.770
quiet,town,is_X,4.340
quiet,room,is_X,4.170
quiet,loud,X_is,11.040
quiet,book,X_is,2.330
quiet,start,verb_phrase,3.750
quiet,loud,and_or,7.320
quiet,shy,and_or,6.870
quiet,all,possessor_of_x,8.570
quiet,family,possessor_of_x,4.060
quiet,morning,possessor_of_x,3.430
against,root,object_verb,1.660
against,stand,object_verb,1.220
against,fight,object_verb,1.100
against,for,and_or,10.740
against,with,and_or,9.390
buzz,loud,adjective_predicates,4.730
buzz,alive,adjective_predicates,2.730
buzz,strong,adjective_predicates,2.120
buzz,amazing,adjective_predicates,1.270
buzz,excited,modifiers,6.050
buzz,hear,object_verb,4.620
buzz,stir,object_verb,3.610
buzz,room,is_X,4.650
buzz,street,is_X,3.620
buzz,people,X_is,1.500
buzz,feed,verb_phrase,6.880
buzz,hiss,and_or,6.900
buzz,chirp,and_or,6.250
buzz,mosquito,possessor_of_x,8.390
buzz,bee,possessor_of_x,6.220
buzz,month,possessor_of_x,3.210
buzz,today,possessor_of_x,0.940
buzz,build,subject_verb,3.700
buzz,see,subject_verb,3.170
jello,strawberry,modifiers,6.270
jello,pudding,modifiers,5.740
jello,nail,object_verb,6.480
jello,wiggle,object_verb,5.370
jello,flavor,object_verb,4.380
jello,pour,object_verb,1.700
jello,eat,object_verb,0.940
jello,leg,is_X,6.050
jello,fun,X_is,1.860
jello,popsicle,and_or,7.860
jello,pudding,and_or,7.480
jello,cracker,and_or,3.880
jello,pudding,modified_noun,6.060
jello,salad,modified_noun,5.070
broom,clean,adjective_predicates,3.370
broom,shovel,modifiers,7.790
broom,mop,modifiers,6.590
broom,mop,object_verb,8.330
broom,jump,object_verb,6.440
broom,grab,object_verb,4.700
broom,plant,X_is,4.820
broom,put,verb_phrase,4.510
broom,mop,and_or,9.340
broom,shovel,and_or,9.200
broom,bucket,and_or,7.760
broom,brush,and_or,7.610
broom,vacuum,and_or,7.250
broom,pan,and_or,6.790
broom,sweep,subject_verb,6.750
broom,clean,subject_verb,6.080
broom,stick,subject_verb,4.080
broom,closet,modified_noun,8.910
broom,cupboard,modified_noun,8.490
broom,shovel,modified_noun,7.210
aquarium,full,adjective_predicates,2.830
aquarium,clean,adjective_predicates,2.210
aquarium,nice,adjective_predicates,1.750
aquarium,beautiful,adjective_predicates,1.480
aquarium,amazing,adjective_predicates,1.270
aquarium,big,adjective_predicates,1.100
aquarium,zoo,modifiers,8.260
aquarium,sentence,object_verb,6.230
aquarium,bubble,object_verb,3.970
aquarium,house,object_verb,2.990
aquarium,plant,object_verb,2.920
aquarium,clean,object_verb,2.520
aquarium,stop,is_X,5.970
aquarium,bridge,is_X,4.600
aquarium,eye,is_X,3.950
aquarium,world,is_X,2.560
aquarium,fish,X_is,5.830
aquarium,restaurant,X_is,5.320
aquarium,drive,X_is,4.930
aquarium,second,X_is,4.850
aquarium,walk,X_is,4.680
aquarium,home,X_is,4.180
aquarium,zoo,and_or,11.120
aquarium,pond,and_or,5.730
aquarium,dentist,possessor_of_x,6.890
aquarium,zoo,possessor_of_x,6.100
aquarium,fish,subject_verb,4.530
aquarium,house,subject_verb,4.250
aquarium,clean,subject_verb,2.880
aquarium,light,subject_verb,2.820
aquarium,fish,modified_noun,6.120
aquarium,zoo,modified_noun,5.970
among,so,modifiers,3.400
among,not,modifiers,1.260
among,be,modifiers,1.020
among,them,modified_noun,4.880
among,us,modified_noun,4.850
backpack,full,adjective_predicates,6.510
backpack,heavy,adjective_predicates,6.410
backpack,cute,adjective_predicates,5.470
backpack,purse,modifiers,7.310
backpack,bag,modifiers,6.790
backpack,laptop,modifiers,5.880
backpack,carry,object_verb,5.650
backpack,grab,object_verb,5.610
backpack,shoulder,object_verb,5.410
backpack,bag,is_X,5.780
backpack,pillow,X_is,8.950
backpack,bag,X_is,7.270
backpack,gift,X_is,2.620
backpack,give,verb_phrase,4.520
backpack,throw,verb_phrase,4.070
backpack,purse,and_or,9.220
backpack,bag,and_or,8.880
backpack,notebook,and_or,7.050
backpack,bounce,subject_verb,3.610
backpack,smell,subject_verb,3.420
backpack,purse,modified_noun,7.070
bell,loud,adjective_predicates,6.000
bell,sound,adjective_predicates,5.750
bell,door,modifiers,6.770
bell,ring,object_verb,12.350
bell,sound,object_verb,7.850
bell,hear,object_verb,5.620
bell,flower,is_X,6.420
bell,tower,is_X,5.870
bell,right,is_X,3.400
bell,ring,X_is,6.400
bell,sound,X_is,6.040
bell,take,verb_phrase,3.260
bell,horn,and_or,6.980
bell,drum,and_or,6.880
bell,clock,and_or,6.440
bell,butterfly,and_or,6.410
bell,ship,possessor_of_x,8.070
bell,clock,possessor_of_x,7.630
bell,ring,subject_verb,11.110
bell,sound,subject_verb,7.210
bell,tower,modified_noun,9.290
bell,ring,modified_noun,7.810
bell,jar,modified_noun,7.780
bell,helicopter,modified_noun,7.200
wall,thin,adjective_predicates,8.120
wall,white,adjective_predicates,7.830
wall,wet,adjective_predicates,6.660
wall,brick,modifiers,9.340
wall,stone,modifiers,9.050
wall,great,modifiers,7.830
wall,side,modifiers,7.740
wall,glass,modifiers,7.530
wall,climb,object_verb,9.600
wall,paint,object_verb,8.870
wall,line,object_verb,8.600
wall,hit,object_verb,8.110
wall,scale,object_verb,7.270
wall,build,object_verb,7.130
wall,side,is_X,6.770
wall,left,is_X,6.760
wall,foot,X_is,8.410
wall,brick,X_is,8.240
wall,window,X_is,7.470
wall,table,X_is,7.440
wall,picture,X_is,7.360
wall,run,verb_phrase,11.270
wall,walk,verb_phrase,9.980
wall,ceiling,and_or,10.450
wall,floor,and_or,10.110
wall,roof,and_or,9.640
wall,window,and_or,8.270
wall,door,and_or,8.190
wall,tower,and_or,7.400
wall,room,possessor_of_x,8.920
wall,home,possessor_of_x,7.260
wall,house,possessor_of_x,7.150
wall,fall,subject_verb,6.410
wall,climb,subject_verb,5.950
wall,street,modified_noun,10.190
wall,ceiling,modified_noun,7.130
wall,calendar,modified_noun,7.000
sweet,tasty,adjective_predicates,5.560
sweet,cute,adjective_predicates,4.960
sweet,bitter,modifiers,6.730
sweet,spoon,modifiers,6.490
sweet,how,modifiers,6.410
sweet,eat,object_verb,5.720
sweet,taste,object_verb,5.550
sweet,cake,is_X,6.370
sweet,love,is_X,3.420
sweet,treat,X_is,6.020
sweet,song,X_is,5.650
sweet,hour,X_is,2.780
sweet,work,X_is,2.580
sweet,chocolate,and_or,8.620
sweet,candy,and_or,7.820
sweet,treat,and_or,7.790
sweet,cake,and_or,7.640
sweet,bitter,and_or,7.640
sweet,snack,and_or,7.450
sweet,season,possessor_of_x,3.100
sweet,dream,subject_verb,4.820
sweet,kiss,subject_verb,4.690
sweet,taste,subject_verb,4.320
sweet,sleep,subject_verb,3.790
sweet,smell,subject_verb,3.790
sweet,sixteen,modified_noun,9.710
sweet,pea,modified_noun,8.130
sweet,potato,modified_noun,7.860
sweet,sleep,modified_noun,7.180
jeans,skinny,modifiers,9.670
jeans,rip,object_verb,1.870
jeans,wear,object_verb,1.260
jeans,pants,and_or,8.830
jeans,shorts,and_or,7.250
sweep,clean,adjective_predicates,2.830
sweep,chimney,modifiers,9.370
sweep,clean,modifiers,7.630
sweep,clean,modifiers,7.310
sweep,leg,modifiers,5.940
sweep,supermarket,modifiers,5.810
sweep,sound,is_X,4.760
sweep,day,is_X,2.800
sweep,book,is_X,1.210
sweep,scale,verb_phrase,6.930
sweep,vacuum,and_or,7.310
sweep,mop,and_or,7.150
sweep,broom,and_or,6.180
sweep,moon,possessor_of_x,4.470
sweep,round,subject_verb,4.220
sweep,clean,subject_verb,3.030
sweep,mop,modified_noun,5.190
sweep,sidewalk,modified_noun,5.120
pop,top,adjective_predicates,4.980
pop,afraid,adjective_predicates,4.140
pop,open,adjective_predicates,1.590
pop,soda,modifiers,8.790
pop,cake,modifiers,8.030
pop,popcorn,modifiers,7.280
pop,flavor,object_verb,4.690
pop,drink,object_verb,4.580
pop,hear,object_verb,4.490
pop,song,is_X,5.820
pop,sound,is_X,5.420
pop,treat,X_is,5.820
pop,fun,X_is,3.230
pop,game,X_is,3.180
pop,party,X_is,3.090
pop,show,verb_phrase,1.890
pop,rock,and_or,9.340
pop,popcorn,and_or,7.980
pop,hop,and_or,7.560
pop,today,possessor_of_x,1.300
pop,people,possessor_of_x,1.040
pop,world,possessor_of_x,0.690
pop,year,possessor_of_x,0.360
pop,star,subject_verb,7.210
pop,sound,subject_verb,5.000
pop,star,modified_noun,8.330
pop,song,modified_noun,7.630
pop,up,modified_noun,7.340
pop,rock,modified_noun,7.270
walk,minute,modifiers,9.640
walk,short,modifiers,8.610
walk,long,modifiers,7.340
walk,morning,modifiers,7.120
walk,take,object_verb,6.280
walk,lead,object_verb,5.210
walk,bathroom,is_X,9.230
walk,beach,is_X,8.460
walk,stop,is_X,7.630
walk,fun,X_is,7.190
walk,work,verb_phrase,4.670
walk,run,and_or,9.370
walk,ride,and_or,8.840
walk,hit,and_or,8.770
walk,bike,and_or,8.180
walk,talk,and_or,7.800
walk,picnic,and_or,6.830
walk,minute,possessor_of_x,12.790
walk,hour,possessor_of_x,9.370
walk,day,possessor_of_x,7.760
walk,morning,possessor_of_x,7.200
walk,last,subject_verb,5.310
walk,start,subject_verb,5.110
walk,round,subject_verb,4.920
walk,take,subject_verb,4.570
walk,raise,subject_verb,4.560
walk,away,modified_noun,6.640
walk,bike,modified_noun,5.890
walk,outside,modified_noun,5.780
badminton,volleyball,modifiers,7.630
badminton,tennis,modifiers,7.140
badminton,play,object_verb,4.140
badminton,sport,is_X,5.270
badminton,sport,X_is,7.580
badminton,game,X_is,3.260
badminton,fun,X_is,1.990
badminton,take,verb_phrase,1.140
badminton,tennis,and_or,10.000
badminton,volleyball,and_or,9.430
badminton,basketball,and_or,8.700
badminton,cricket,and_or,8.390
badminton,football,and_or,7.500
badminton,man,possessor_of_x,1.190
badminton,woman,possessor_of_x,0.310
badminton,tennis,modified_noun,8.370
badminton,volleyball,modified_noun,7.720
badminton,basketball,modified_noun,7.450
badminton,cricket,modified_noun,6.470
laugh,loud,adjective_predicates,7.120
laugh,funny,adjective_predicates,4.610
laugh,hard,adjective_predicates,2.510
laugh,belly,modifiers,8.840
laugh,smile,modifiers,7.350
laugh,loud,modifiers,6.770
laugh,people,modifiers,6.510
laugh,snort,object_verb,6.290
laugh,smile,object_verb,5.010
laugh,movie,is_X,4.720
laugh,night,is_X,3.560
laugh,book,is_X,2.210
laugh,day,is_X,1.850
laugh,sound,X_is,5.870
laugh,kind,X_is,2.520
laugh,cry,and_or,9.830
laugh,smile,and_or,9.710
laugh,giggle,and_or,8.340
laugh,tear,and_or,7.720
laugh,hug,and_or,7.290
laugh,chuckle,and_or,6.580
laugh,cheer,and_or,6.570
laugh,learn,and_or,6.180
laugh,movie,possessor_of_x,4.960
laugh,baby,possessor_of_x,4.740
laugh,evening,possessor_of_x,3.790
laugh,brother,possessor_of_x,2.530
laugh,girl,possessor_of_x,2.280
laugh,friend,possessor_of_x,2.120
laugh,bubble,subject_verb,5.490
laugh,ring,subject_verb,5.210
laugh,sound,subject_verb,4.300
laugh,loud,modified_noun,8.190
laugh,giggle,modified_noun,7.040
laugh,cry,modified_noun,7.040
laugh,tear,modified_noun,5.860
laugh,hug,modified_noun,5.070
sing,hear,object_verb,4.920
sing,dance,object_verb,2.810
sing,song,is_X,5.230
sing,song,X_is,5.430
sing,awake,and_or,9.020
sing,come,and_or,7.110
sing,dance,and_or,6.430
sing,shout,and_or,6.260
sing,read,and_or,6.120
sing,teacher,possessor_of_x,0.740
sing,star,subject_verb,2.580
sing,loud,modified_noun,7.220
table,above,adjective_predicates,8.060
table,top,adjective_predicates,7.590
table,full,adjective_predicates,7.270
table,empty,adjective_predicates,7.150
table,outside,adjective_predicates,6.250
table,round,modifiers,10.110
table,picnic,modifiers,9.030
table,coffee,modifiers,8.770
table,dinner,modifiers,8.760
table,kitchen,modifiers,8.670
table,pool,modifiers,8.000
table,room,modifiers,7.360
table,book,object_verb,7.050
table,dress,object_verb,7.040
table,top,object_verb,6.680
table,room,is_X,7.730
table,wall,is_X,7.440
table,desk,is_X,7.200
table,left,is_X,7.180
table,bottle,X_is,7.280
table,foot,X_is,6.460
table,copy,X_is,6.360
table,chair,and_or,10.530
table,bench,and_or,8.600
table,desk,and_or,7.920
table,bed,and_or,7.410
table,sofa,and_or,7.410
table,map,and_or,6.970
table,captain,possessor_of_x,7.860
table,show,subject_verb,7.200
table,tennis,modified_noun,10.230
table,top,modified_noun,8.460
table,lamp,modified_noun,8.370
table,mountain,modified_noun,7.590
table,salt,modified_noun,7.370
table,chair,modified_noun,7.350
trumpet,loud,adjective_predicates,5.650
trumpet,sound,adjective_predicates,5.260
trumpet,flute,modifiers,7.350
trumpet,horn,modifiers,7.220
trumpet,blow,object_verb,8.710
trumpet,sound,object_verb,7.650
trumpet,play,object_verb,5.120
trumpet,soar,object_verb,3.260
trumpet,flower,is_X,6.760
trumpet,get,verb_phrase,3.610
trumpet,pull,verb_phrase,2.980
trumpet,horn,and_or,9.170
trumpet,flute,and_or,8.390
trumpet,violin,and_or,8.140
trumpet,drum,and_or,8.100
trumpet,piano,and_or,8.030
trumpet,elephant,possessor_of_x,6.050
trumpet,sound,subject_verb,6.980
trumpet,blow,subject_verb,5.290
trumpet,ring,subject_verb,4.080
boat,fast,adjective_predicates,6.170
boat,full,adjective_predicates,5.870
boat,steady,adjective_predicates,5.580
boat,rock,object_verb,9.090
boat,float,object_verb,7.910
boat,sink,object_verb,7.270
boat,lift,object_verb,6.980
boat,foot,X_is,7.010
boat,neck,X_is,6.990
boat,ship,X_is,6.420
boat,beat,verb_phrase,13.990
boat,ship,and_or,8.650
boat,plane,and_or,8.350
boat,motorcycle,and_or,7.830
boat,car,and_or,7.820
boat,helicopter,and_or,7.780
boat,ship,possessor_of_x,8.080
boat,sink,subject_verb,8.060
boat,race,subject_verb,6.980
boat,carry,subject_verb,6.900
boat,float,subject_verb,6.880
boat,ride,modified_noun,9.090
boat,captain,modified_noun,7.490
boat,race,modified_noun,7.030
belt,sand,adjective_predicates,6.520
belt,green,modifiers,7.970
belt,black,modifiers,7.400
belt,wear,object_verb,7.990
belt,buckle,object_verb,7.890
belt,sand,object_verb,5.890
belt,hip,is_X,9.380
belt,car,is_X,3.980
belt,ring,X_is,7.010
belt,pull,verb_phrase,3.810
belt,take,verb_phrase,2.770
belt,hose,and_or,7.590
belt,lap,and_or,7.380
belt,bag,and_or,7.230
belt,buckle,subject_verb,7.310
belt,fit,subject_verb,5.950
belt,stretch,subject_verb,5.540
belt,sand,subject_verb,5.430
belt,buckle,modified_noun,10.240
belt,pouch,modified_noun,6.540
turkey,chicken,modifiers,7.390
turkey,cook,object_verb,7.620
turkey,smoke,object_verb,7.090
turkey,meal,is_X,6.390
turkey,dinner,is_X,5.490
turkey,country,is_X,3.970
turkey,day,is_X,3.640
turkey,country,X_is,8.940
turkey,bird,X_is,7.960
turkey,give,verb_phrase,4.610
turkey,chicken,and_or,8.860
turkey,down,subject_verb,5.130
turkey,neck,modified_noun,8.060
turkey,sandwich,modified_noun,7.930
better,careful,adjective_predicates,5.290
better,outside,adjective_predicates,0.900
better,good,adjective_predicates,0.820
better,much,modifiers,7.970
better,are,modifiers,7.520
better,look,object_verb,3.840
better,get,object_verb,3.310
better,sleep,object_verb,2.800
better,sound,object_verb,2.320
better,eat,object_verb,1.850
better,more,is_X,8.150
better,game,X_is,3.180
better,tomorrow,modified_noun,6.820
bathroom,clean,adjective_predicates,7.500
bathroom,tiny,adjective_predicates,6.820
bathroom,dirty,adjective_predicates,6.550
bathroom,kitchen,modifiers,8.480
bathroom,bedroom,modifiers,8.440
bathroom,clean,object_verb,7.550
bathroom,bedroom,is_X,8.310
bathroom,floor,is_X,6.710
bathroom,room,is_X,6.380
bathroom,kitchen,is_X,6.180
bathroom,left,is_X,5.730
bathroom,house,is_X,4.930
bathroom,walk,X_is,9.230
bathroom,room,X_is,9.100
bathroom,shower,X_is,7.490
bathroom,sink,X_is,7.310
bathroom,make,verb_phrase,10.960
bathroom,bedroom,and_or,11.460
bathroom,kitchen,and_or,11.020
bathroom,shower,and_or,8.690
bathroom,room,and_or,8.520
bathroom,bed,and_or,8.310
bathroom,closet,and_or,8.150
bathroom,room,possessor_of_x,7.160
bathroom,bedroom,possessor_of_x,6.930
bathroom,girl,possessor_of_x,6.830
bathroom,boy,possessor_of_x,6.420
bathroom,home,possessor_of_x,6.320
bathroom,mirror,subject_verb,6.680
bathroom,smell,subject_verb,5.490
bathroom,sink,subject_verb,5.420
bathroom,clean,subject_verb,5.120
bathroom,soak,subject_verb,5.010
bathroom,sink,modified_noun,9.000
bathroom,mirror,modified_noun,8.270
bathroom,kitchen,modified_noun,7.830
light,bright,adjective_predicates,9.510
light,green,adjective_predicates,8.420
light,red,adjective_predicates,8.420
light,blue,adjective_predicates,7.830
light,off,adjective_predicates,7.560
light,gray,adjective_predicates,7.310
light,bright,modifiers,9.240
light,green,modifiers,8.790
light,red,modifiers,8.770
light,blue,modifiers,8.070
light,street,modifiers,7.660
light,white,modifiers,7.600
light,shine,object_verb,10.350
light,throw,object_verb,8.130
light,lead,object_verb,7.530
light,see,object_verb,7.130
light,lamb,is_X,7.230
light,sun,is_X,7.130
light,lamp,is_X,7.120
light,eye,is_X,7.110
light,lamp,X_is,7.310
light,sound,and_or,8.530
light,dark,and_or,8.390
light,color,and_or,7.930
light,love,and_or,7.600
light,salt,and_or,7.580
light,sun,possessor_of_x,9.910
light,star,possessor_of_x,8.600
light,moon,possessor_of_x,8.410
light,room,possessor_of_x,7.600
light,morning,possessor_of_x,7.360
light,candle,possessor_of_x,7.310
light,shine,subject_verb,8.790
light,heart,subject_verb,7.420
light,blink,subject_verb,6.750
mailman,chase,object_verb,2.530
mailman,bite,object_verb,2.420
mailman,star,object_verb,1.540
mailman,father,is_X,2.710
mailman,knock,subject_verb,2.210
mailman,ring,subject_verb,1.540
mailman,drop,subject_verb,0.630
mailman,bring,subject_verb,0.460
mailman,school,modified_noun,2.360
raise,nice,adjective_predicates,2.480
raise,calf,modifiers,7.970
raise,amazing,modifiers,7.020
raise,leg,modifiers,6.940
raise,goal,is_X,3.180
raise,year,is_X,1.130
raise,exercise,X_is,7.310
raise,one,X_is,3.020
raise,take,verb_phrase,2.190
raise,teacher,possessor_of_x,2.580
raise,year,possessor_of_x,1.130
raise,fear,subject_verb,3.510
raise,money,modified_noun,6.600
raise,eyebrow,modified_noun,5.890
beef,pink,adjective_predicates,6.680
beef,tasty,adjective_predicates,6.110
beef,brown,adjective_predicates,5.650
beef,chicken,modifiers,7.560
beef,brown,object_verb,7.640
beef,cook,object_verb,7.130
beef,eat,object_verb,6.850
beef,corn,object_verb,6.460
beef,sandwich,is_X,8.080
beef,meat,is_X,7.790
beef,dish,is_X,6.450
beef,dinner,is_X,6.170
beef,meal,is_X,5.430
beef,farm,is_X,4.390
beef,food,is_X,4.210
beef,meat,X_is,8.760
beef,dry,X_is,8.740
beef,grass,X_is,7.630
beef,make,verb_phrase,4.700
beef,cut,verb_phrase,4.110
beef,lamb,and_or,10.510
beef,chicken,and_or,9.890
beef,cabbage,and_or,7.920
beef,sheep,and_or,7.640
beef,short,possessor_of_x,8.460
beef,farm,possessor_of_x,4.580
beef,flavor,subject_verb,5.510
beef,cook,subject_verb,5.400
beef,lamb,modified_noun,8.240
beef,chicken,modified_noun,7.900
maraca,xylophone,and_or,7.600
maraca,drum,and_or,5.980
maraca,shake,subject_verb,2.030
maraca,xylophone,modifiers,7.900
maraca,giraffe,modifiers,6.800
maraca,drum,modifiers,4.040
maraca,shake,object_verb,4.050
maraca,grab,object_verb,0.010
maraca,drum,modified_noun,4.100
maraca,stick,modified_noun,0.940
maraca,bell,modified_noun,0.550
stretch,deep,adjective_predicates,2.580
stretch,long,modifiers,6.800
stretch,desert,object_verb,5.670
stretch,fish,object_verb,5.620
stretch,beach,is_X,8.470
stretch,baby,X_is,6.100
stretch,exercise,X_is,4.790
stretch,home,X_is,1.440
stretch,close,verb_phrase,5.350
stretch,yawn,and_or,7.910
stretch,exercise,and_or,6.450
stretch,twist,and_or,6.190
stretch,beach,possessor_of_x,6.510
stretch,river,possessor_of_x,5.990
stretch,season,possessor_of_x,4.080
stretch,exercise,subject_verb,4.080
stretch,front,subject_verb,3.830
come,they,modifiers,6.470
come,dress,object_verb,1.710
come,this,is_X,4.200
come,time,is_X,1.800
