source,destination,relationshipType,distance 
pillow,cut,verb_phrase,8.270
pillow,blanket,and_or,10.570
pillow,towel,and_or,8.020
pillow,mom,possessor_of_x,3.620
pillow,baby,possessor_of_x,2.320
pillow,mother,possessor_of_x,1.300
pillow,child,possessor_of_x,0.940
pillow,hump,subject_verb,8.280
pillow,blanket,modified_noun,7.950
pillow,fight,modified_noun,6.800
golden,yellow,adjective_predicates,5.250
golden,first,adjective_predicates,0.340
golden,say,object_verb,1.730
golden,fire,object_verb,1.580
golden,train,object_verb,1.360
golden,color,object_verb,1.180
golden,town,X_is,4.200
golden,home,X_is,0.910
golden,queen,possessor_of_x,2.430
golden,globe,subject_verb,5.610
golden,second,subject_verb,3.500
golden,globe,modified_noun,8.680
golden,bridge,modified_noun,8.210
golden,triangle,modified_noun,8.080
golden,sun,modified_noun,7.810
shovel,full,adjective_predicates,3.860
shovel,big,adjective_predicates,0.840
shovel,first,adjective_predicates,0.820
shovel,pick,modifiers,7.450
shovel,broom,modifiers,7.210
shovel,snow,modifiers,7.090
shovel,grab,object_verb,5.640
shovel,swing,object_verb,4.540
shovel,scoop,object_verb,4.520
shovel,hand,is_X,3.730
shovel,work,X_is,1.880
shovel,put,verb_phrase,6.810
shovel,pick,and_or,10.020
shovel,broom,and_or,9.200
shovel,bucket,and_or,8.800
shovel,snow,subject_verb,7.250
shovel,hat,subject_verb,6.820
shovel,nose,subject_verb,6.500
shovel,dig,subject_verb,6.090
shovel,scoop,subject_verb,5.830
shovel,hit,subject_verb,4.140
shovel,broom,modified_noun,7.790
sticky,sweet,and_or,4.960
sticky,hot,and_or,4.920
sticky,sweet,modifiers,1.710
sticky,pudding,modified_noun,7.150
apple,red,adjective_predicates,6.790
apple,green,adjective_predicates,6.750
apple,big,modifiers,8.370
apple,crab,modifiers,7.310
apple,pear,modifiers,6.880
apple,candy,modifiers,6.500
apple,pick,object_verb,7.250
apple,peel,object_verb,6.980
apple,eat,object_verb,6.930
apple,dip,object_verb,6.000
apple,fruit,is_X,8.020
apple,snack,is_X,7.420
apple,orange,is_X,6.240
apple,fruit,X_is,8.950
apple,snack,X_is,7.280
apple,orange,X_is,7.070
apple,hold,verb_phrase,4.600
apple,pear,and_or,10.380
apple,orange,and_or,9.270
apple,banana,and_or,8.530
apple,grape,and_or,8.010
apple,carrot,and_or,7.910
apple,bob,subject_verb,5.680
apple,pick,subject_verb,5.420
apple,pie,modified_noun,9.200
apple,watch,modified_noun,9.170
apple,juice,modified_noun,8.440
apple,store,modified_noun,8.100
apple,tree,modified_noun,8.050
family,poor,adjective_predicates,8.540
family,happy,adjective_predicates,7.970
family,friend,modifiers,8.490
family,poor,modifiers,7.900
family,help,object_verb,8.790
family,feed,object_verb,8.260
family,work,object_verb,8.000
family,raise,object_verb,7.610
family,bring,object_verb,7.210
family,farm,is_X,7.420
family,friend,is_X,7.320
family,farmer,X_is,7.390
family,friend,X_is,6.940
family,friend,and_or,11.770
family,child,and_or,10.190
family,patient,and_or,9.180
family,people,and_or,7.820
family,home,and_or,7.720
family,mother,possessor_of_x,7.970
family,patient,possessor_of_x,7.940
family,father,possessor_of_x,7.710
family,girl,possessor_of_x,7.310
family,boy,possessor_of_x,7.060
family,face,subject_verb,7.420
family,lose,subject_verb,7.100
family,have,subject_verb,6.930
family,friend,modified_noun,8.920
family,home,modified_noun,8.340
family,farm,modified_noun,7.890
family,tree,modified_noun,7.420
win,shy,adjective_predicates,8.120
win,sweet,adjective_predicates,6.240
win,big,modifiers,6.730
win,seal,object_verb,8.820
win,season,is_X,6.510
win,nail,verb_phrase,8.810
win,break,verb_phrase,2.590
win,draw,and_or,10.100
win,lose,and_or,8.630
win,funny,and_or,7.090
win,side,possessor_of_x,8.250
win,night,possessor_of_x,7.710
win,snap,subject_verb,6.180
win,big,modified_noun,7.200
win,lose,modified_noun,6.830
donut,last,adjective_predicates,4.010
donut,fresh,adjective_predicates,3.230
donut,bad,adjective_predicates,0.120
donut,jelly,modifiers,7.950
donut,cupcake,modifiers,6.470
donut,eat,object_verb,4.920
donut,lick,object_verb,4.300
donut,dip,object_verb,4.070
donut,give,verb_phrase,3.030
donut,coffee,and_or,8.130
donut,muffin,and_or,7.970
donut,cupcake,and_or,7.940
donut,taste,subject_verb,3.190
donut,eat,subject_verb,2.340
donut,top,subject_verb,1.840
donut,muffin,modified_noun,6.440
donut,cupcake,modified_noun,5.640
duck,fat,adjective_predicates,6.710
duck,cute,adjective_predicates,4.810
duck,goose,modifiers,7.930
duck,sit,object_verb,8.420
duck,winter,object_verb,6.660
duck,feed,object_verb,6.410
duck,dive,object_verb,6.270
duck,bird,X_is,8.740
duck,dish,X_is,6.740
duck,fish,X_is,6.090
duck,goose,and_or,11.580
duck,chicken,and_or,9.330
duck,hen,and_or,7.970
duck,rabbit,and_or,7.830
duck,quail,and_or,7.590
duck,swim,subject_verb,7.520
duck,quack,subject_verb,7.310
duck,nest,subject_verb,7.040
duck,fly,subject_verb,5.470
duck,float,subject_verb,5.420
duck,winter,subject_verb,5.310
duck,goose,modified_noun,9.760
duck,pond,modified_noun,8.140
duck,egg,modified_noun,7.630
marker,color,object_verb,6.230
marker,color,X_is,4.760
marker,crayon,and_or,9.640
marker,pencil,and_or,8.650
marker,pen,and_or,8.020
marker,paint,and_or,7.490
marker,glue,and_or,6.790
marker,eraser,and_or,6.740
marker,cat,possessor_of_x,4.840
marker,farmer,possessor_of_x,2.520
marker,patient,possessor_of_x,1.120
marker,person,possessor_of_x,0.800
marker,map,subject_verb,5.230
marker,pen,modified_noun,8.300
marker,crayon,modified_noun,7.960
marker,pencil,modified_noun,6.550
marker,glue,modified_noun,5.890
pony,fine,adjective_predicates,1.750
pony,happy,adjective_predicates,1.510
pony,small,adjective_predicates,1.040
pony,much,adjective_predicates,0.910
pony,outside,adjective_predicates,0.700
pony,short,adjective_predicates,0.520
pony,little,modifiers,7.600
pony,horse,modifiers,6.340
pony,ride,object_verb,6.550
pony,pet,object_verb,5.150
pony,gallop,object_verb,4.650
pony,tail,object_verb,4.580
pony,horse,is_X,6.260
pony,horse,X_is,7.230
pony,animal,X_is,4.360
pony,fun,X_is,1.340
pony,fall,verb_phrase,4.590
pony,get,verb_phrase,2.150
pony,donkey,and_or,9.590
pony,horse,and_or,9.110
pony,foal,and_or,6.680
pony,goat,and_or,6.440
pony,sheep,and_or,6.210
pony,friend,possessor_of_x,1.620
pony,girl,possessor_of_x,1.190
pony,family,possessor_of_x,0.740
pony,child,possessor_of_x,0.440
pony,tail,subject_verb,7.230
pony,gallop,subject_verb,5.820
pony,ride,subject_verb,4.430
pony,tail,modified_noun,9.490
pony,ride,modified_noun,7.510
pony,donkey,modified_noun,7.370
cloud,white,adjective_predicates,7.040
cloud,dark,adjective_predicates,6.400
cloud,dark,modifiers,8.270
cloud,mushroom,modifiers,8.050
cloud,rain,modifiers,7.560
cloud,seed,object_verb,6.190
cloud,weather,is_X,9.110
cloud,clean,is_X,8.460
cloud,sky,X_is,8.600
cloud,rain,verb_phrase,8.730
cloud,take,verb_phrase,3.550
cloud,sky,and_or,8.420
cloud,rain,and_or,8.200
cloud,wind,and_or,7.230
cloud,seed,subject_verb,8.370
cloud,float,subject_verb,6.900
cloud,cover,modified_noun,8.240
yourself,strong,adjective_predicates,0.440
yourself,lose,modifiers,7.960
yourself,book,X_is,2.740
yourself,listen,and_or,5.710
yourself,grow,and_or,5.660
yourself,thin,modified_noun,7.590
yourself,silly,modified_noun,7.060
yourself,grow,modified_noun,5.990
yourself,skinny,modified_noun,5.940
eye,red,adjective_predicates,9.150
eye,open,adjective_predicates,9.140
eye,bright,adjective_predicates,8.870
eye,dark,adjective_predicates,8.410
eye,blue,adjective_predicates,8.380
eye,black,adjective_predicates,7.750
eye,blue,modifiers,9.620
eye,brown,modifiers,9.010
eye,left,modifiers,8.140
eye,dry,modifiers,7.890
eye,dark,modifiers,7.860
eye,close,modifiers,7.830
eye,bright,modifiers,7.710
eye,green,modifiers,7.610
eye,close,object_verb,10.130
eye,open,object_verb,9.800
eye,catch,object_verb,9.690
eye,shut,object_verb,8.000
eye,peel,object_verb,7.750
eye,fix,object_verb,7.650
eye,face,is_X,7.330
eye,camera,is_X,6.880
eye,window,X_is,9.760
eye,blue,X_is,9.610
eye,brown,X_is,8.850
eye,color,X_is,8.760
eye,green,X_is,8.680
eye,red,X_is,8.520
eye,yellow,X_is,7.530
eye,fall,verb_phrase,11.040
eye,pull,verb_phrase,11.010
eye,ear,and_or,10.910
eye,hair,and_or,10.230
eye,nose,and_or,9.420
eye,mouth,and_or,9.100
eye,face,and_or,8.740
eye,smile,and_or,8.480
eye,heart,and_or,7.920
eye,hand,and_or,7.690
eye,cat,possessor_of_x,8.220
eye,bird,possessor_of_x,7.550
eye,man,possessor_of_x,7.430
eye,boy,possessor_of_x,7.150
eye,close,subject_verb,9.330
eye,catch,subject_verb,8.740
eye,open,subject_verb,8.540
eye,light,subject_verb,7.740
eye,shut,subject_verb,7.560
eye,shine,subject_verb,7.250
eye,candy,modified_noun,8.520
eye,drop,modified_noun,7.860
eye,ear,modified_noun,7.830
eye,doctor,modified_noun,7.560
August,last,adjective_predicates,5.260
August,hot,adjective_predicates,4.050
August,first,adjective_predicates,3.010
August,warm,adjective_predicates,2.520
August,bear,object_verb,7.100
August,birthday,is_X,8.000
August,month,X_is,9.750
August,season,X_is,8.350
August,time,X_is,6.750
August,day,X_is,6.160
August,see,subject_verb,4.530
would,like,adjective_predicates,5.040
would,nice,adjective_predicates,3.540
would,which,modifiers,7.280
would,how,modifiers,7.230
would,there,modifiers,6.330
would,they,modifiers,6.290
would,could,modifiers,5.960
would,where,modifiers,5.740
would,that,modifiers,4.070
would,we,modifiers,4.030
would,he,modifiers,4.030
would,fun,X_is,0.850
would,like,subject_verb,2.500
would,fit,subject_verb,0.050
would,like,modified_noun,9.400
would,be,modified_noun,8.240
would,have,modified_noun,7.670
would,give,modified_noun,7.060
lose,much,adjective_predicates,1.910
lose,win,modifiers,6.830
lose,you,modifiers,6.710
lose,count,object_verb,3.840
lose,stop,object_verb,1.900
lose,come,verb_phrase,2.580
lose,win,and_or,8.630
lose,draw,and_or,8.550
lose,sleep,subject_verb,1.710
lose,fast,modified_noun,9.290
lose,yourself,modified_noun,7.960
lose,fat,modified_noun,7.710
lose,her,modified_noun,7.520
lose,myself,modified_noun,7.090
alligator,pet,object_verb,4.630
alligator,animal,X_is,3.640
alligator,foot,X_is,3.260
alligator,fight,verb_phrase,4.150
alligator,snake,and_or,8.130
alligator,turtle,and_or,7.700
alligator,lizard,and_or,6.890
alligator,sun,subject_verb,8.190
alligator,snap,subject_verb,7.920
alligator,swim,subject_verb,5.530
alligator,lizard,modified_noun,7.470
alligator,pear,modified_noun,6.860
hospital,kind,adjective_predicates,6.800
hospital,bed,object_verb,6.250
hospital,bed,X_is,7.480
hospital,take,verb_phrase,5.160
hospital,doctor,and_or,8.730
hospital,school,and_or,8.570
hospital,home,and_or,7.970
hospital,child,possessor_of_x,8.330
hospital,king,possessor_of_x,7.860
hospital,treat,subject_verb,6.840
hospital,stay,subject_verb,6.710
hospital,wait,subject_verb,6.080
hospital,open,subject_verb,5.980
hospital,close,subject_verb,5.780
hospital,stay,modified_noun,8.980
hospital,bed,modified_noun,8.820
give,take,and_or,6.190
give,go,and_or,3.510
give,up,and_or,1.240
give,would,modifiers,7.060
give,which,modifiers,6.760
give,they,modifiers,6.010
give,we,modifiers,6.000
give,them,modified_noun,5.970
give,some,modified_noun,5.730
give,away,modified_noun,5.550
give,any,modified_noun,5.530
give,up,modified_noun,5.400
give,now,modified_noun,5.290
June,last,adjective_predicates,5.480
June,early,modifiers,7.080
June,bear,object_verb,7.170
June,start,object_verb,6.180
June,birthday,is_X,7.890
June,month,is_X,7.090
June,month,X_is,9.830
June,season,X_is,7.590
June,time,X_is,6.250
June,day,X_is,6.250
June,see,subject_verb,4.990
June,finish,subject_verb,4.240
two,one,modifiers,3.540
two,happy,modifiers,2.860
two,ten,modifiers,2.210
two,season,modifiers,0.500
two,three,and_or,11.880
two,five,and_or,9.150
two,one,and_or,7.360
two,four,and_or,7.220
two,six,and_or,5.060
two,ten,and_or,4.080
two,blue,and_or,2.810
two,five,modified_noun,8.460
two,three,modified_noun,6.920
two,four,modified_noun,3.390
two,ten,modified_noun,1.720
frog,green,adjective_predicates,4.970
frog,tree,modifiers,7.590
frog,tail,object_verb,7.370
frog,kiss,object_verb,6.600
frog,jump,object_verb,6.140
frog,hop,object_verb,5.780
frog,animal,is_X,4.470
frog,story,is_X,3.380
frog,prince,X_is,7.670
frog,green,X_is,7.250
frog,animal,X_is,6.490
frog,take,verb_phrase,2.020
frog,lizard,and_or,9.500
frog,princess,and_or,9.040
frog,snake,and_or,9.020
frog,turtle,and_or,8.860
frog,insect,and_or,7.540
frog,cricket,and_or,7.430
frog,hop,subject_verb,6.980
frog,jump,subject_verb,6.300
frog,chirp,subject_verb,5.330
frog,sing,subject_verb,5.010
frog,lizard,modified_noun,7.640
frog,splash,modified_noun,7.500
frog,prince,modified_noun,7.260
frog,pond,modified_noun,7.130
throw,short,adjective_predicates,1.810
throw,long,adjective_predicates,0.980
throw,right,adjective_predicates,0.940
throw,hammer,modifiers,9.240
throw,fleece,modifiers,6.110
throw,sink,object_verb,5.210
throw,hammer,is_X,9.910
throw,game,is_X,2.730
throw,foot,X_is,3.670
throw,take,verb_phrase,2.720
throw,put,and_or,8.820
throw,jump,and_or,7.750
throw,catch,and_or,7.060
throw,stone,possessor_of_x,13.610
throw,snowball,possessor_of_x,5.640
throw,pillow,subject_verb,7.970
throw,away,subject_verb,6.680
throw,snow,subject_verb,6.000
throw,bounce,subject_verb,3.950
throw,tie,subject_verb,3.790
throw,kiss,subject_verb,3.710
throw,pillow,modified_noun,9.570
throw,blanket,modified_noun,7.320
throw,away,modified_noun,7.260
throw,down,modified_noun,6.330
eleven,nine,modifiers,6.380
eleven,seven,modifiers,5.970
eleven,sentence,object_verb,4.770
eleven,field,object_verb,3.150
eleven,start,object_verb,3.070
eleven,win,object_verb,3.020
eleven,boy,is_X,5.560
eleven,girl,is_X,4.410
eleven,child,is_X,1.890
eleven,time,is_X,1.660
eleven,game,X_is,2.960
eleven,woman,X_is,2.430
eleven,man,X_is,1.450
eleven,twelve,and_or,10.690
eleven,ten,and_or,8.360
eleven,fourteen,and_or,7.750
eleven,seven,and_or,5.820
eleven,thirteen,and_or,5.740
eleven,nine,and_or,5.370
eleven,old,and_or,5.260
eleven,ocean,possessor_of_x,10.840
eleven,year,modified_noun,6.340
eleven,month,modified_noun,6.010
eleven,minute,modified_noun,5.490
eleven,old,modified_noun,5.350
camera,steady,adjective_predicates,7.340
camera,shy,adjective_predicates,7.010
camera,grab,object_verb,7.150
camera,face,object_verb,6.380
camera,carry,object_verb,6.050
camera,buy,object_verb,6.020
camera,back,is_X,7.600
camera,take,verb_phrase,7.690
camera,laptop,and_or,7.650
camera,computer,and_or,7.450
camera,pan,subject_verb,8.460
camera,catch,subject_verb,7.040
camera,shake,modified_noun,6.930
crab,green,adjective_predicates,3.900
crab,fresh,adjective_predicates,3.580
crab,lobster,modifiers,8.180
crab,mud,modifiers,7.910
crab,spider,modifiers,7.760
crab,blue,modifiers,7.370
crab,catch,object_verb,5.690
crab,ten,is_X,10.740
crab,dive,is_X,9.930
crab,catch,is_X,8.150
crab,dish,is_X,7.290
crab,season,is_X,3.840
crab,food,is_X,2.890
crab,year,is_X,1.300
crab,lobster,and_or,10.830
crab,clam,and_or,8.960
crab,snail,and_or,8.390
crab,starfish,and_or,8.000
crab,cake,subject_verb,8.370
crab,crawl,subject_verb,6.790
crab,lobster,modified_noun,8.480
crab,cake,modified_noun,8.300
crab,meat,modified_noun,7.690
tape,sticky,adjective_predicates,7.180
tape,red,modifiers,9.580
tape,sticky,modifiers,7.550
tape,side,object_verb,8.230
tape,cut,object_verb,6.990
tape,punch,object_verb,5.780
tape,love,is_X,4.780
tape,hand,verb_phrase,5.740
tape,glue,and_or,8.520
tape,scissors,and_or,7.230
tape,stick,subject_verb,4.840
tape,seal,subject_verb,4.770
tape,wind,subject_verb,4.450
tape,hiss,modified_noun,6.870
calf,skinny,adjective_predicates,6.570
calf,fat,adjective_predicates,4.900
calf,cute,adjective_predicates,4.590
calf,golden,modifiers,8.280
calf,golden,modifiers,7.700
calf,elephant,modifiers,7.310
calf,rhino,modifiers,7.110
calf,fat,object_verb,8.780
calf,boots,is_X,8.870
calf,cow,is_X,8.330
calf,meat,is_X,6.030
calf,bottle,X_is,7.590
calf,foot,X_is,4.160
calf,take,verb_phrase,1.830
calf,cow,and_or,10.050
calf,ankle,and_or,8.630
calf,lamb,and_or,8.290
calf,cow,possessor_of_x,6.130
calf,zoo,possessor_of_x,5.980
calf,world,possessor_of_x,1.460
calf,man,possessor_of_x,0.610
calf,year,possessor_of_x,0.440
calf,patient,possessor_of_x,0.390
calf,rope,subject_verb,8.920
calf,muscle,subject_verb,7.110
calf,nurse,subject_verb,6.080
calf,muscle,modified_noun,8.640
calf,raise,modified_noun,7.970
more,read,modifiers,13.020
more,learn,modifiers,9.560
more,see,modifiers,6.560
